OB(CO2),density,gas-phase_formation_enthalpy,sublimation_enthalpy,heat_of_explosion,detonation_velocity,detonation_pressure,gurney_energy,h50(obs),SMILES,Number of Atoms,Exact Molecular Weight,Average Molecular Weight,Heavy Atoms Molecular Weight,Number of Radical Electrons,Number of Valence Electrons,Fp Density Morgan 1,Fp Density Morgan 2,Fp Density Morgan 3,Max Absolute Partial Charge,Max Partial Charge,Min Absolute Partial Charge,Min Partial Charge,BalabanJ,BertzCT,Chi0,Chi1,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10
-67.8,1.729,411.3,179.0,5.17,7.274,229.0,4965.0,31.0,n1ccn(n1)c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],21.0,295.03013088,295.171,290.13100000000003,0.0,108.0,1.0476190476190477,1.6666666666666667,2.095238095238096,0.3874194295093555,0.3313527176621241,0.3313527176621241,-0.3874194295093555,2.961994376487757,754.9713643099059,15.731686328639372,9.8411117128495,43.20686451987083,0.0,6.06636706846161,17.075490078371338,0.0,0.0,0.0,10.312066903955904,5.733667477162185,30.34295480629672,0.0,0.7463813303099018,29.862981859410432,39.75729560342656,1.1839285714285728,0.0,0.5410185185185186,2.2417274502393547,0.0,0.0,0.0
-42.1,1.74,278.7,83.0,5.56,7.976,276.5,6198.0,25.0,c1nn[nH]c1[N+](=O)[O-],8.0,114.017775304,114.064,112.048,0.0,42.0,1.875,2.625,2.875,0.3623054374726944,0.3623054374726944,0.3578101014708796,-0.3578101014708796,2.9283752374267684,179.928197133931,5.983127663125442,3.804530452640311,4.923311048817671,5.817862777835028,0.0,6.196843571613076,0.0,0.0,0.0,15.410748712256945,0.0,10.114318268765572,0.0,0.0,9.15912037037037,18.155694444444443,0.0,-0.1898148148148146,0.0,1.0416666666666667,0.0,0.0,0.0
-44.1,1.758,419.1,168.0,5.81,7.743,262.2,5621.0,19.0,c1(c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N=[N+]=[N-],18.0,254.003581784,254.118,252.102,0.0,92.0,1.0,1.4444444444444444,1.7222222222222223,0.2924120190060426,0.2924120190060426,0.258302312197428,-0.258302312197428,3.7556331342337534,569.5803531891003,13.869879009073571,8.379116515310285,37.51947824518727,0.0,12.13273413692322,0.0,0.0,0.0,0.0,10.02596177288186,5.531128998785252,30.34295480629672,0.0,0.0,30.69386873267826,34.54736268581507,4.4591389518770495,0.0,0.966296296296296,0.0,0.0,0.0,0.0
0.0,1.844,296.8,122.0,6.33,9.021,366.2,7923.0,17.0,c1(nnn(n1)CO[N+](=O)[O-])[N+](=O)[O-],13.0,190.008667164,190.075,188.059,0.0,70.0,1.4615384615384617,2.1538461538461537,2.6153846153846154,0.5143163089978373,0.5143163089978373,0.3896443710300968,-0.3896443710300968,2.587033518331497,331.520531298765,9.84493498269124,6.092224152875014,22.68908612023619,0.0,4.796506222499014,0.0,0.0,0.0,0.0,20.248337295993576,0.0,20.228636537531145,0.0,0.0,23.201871693121696,27.839472789115646,0.0,-0.7435667044595615,0.0,0.0,-0.6311111111111112,0.0,0.0
-9.3,1.921,545.2,225.0,6.65,8.889,364.1,7798.0,17.0,c1(c(c(c(c(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N=[N+]=[N-],24.0,343.97373820000007,344.112,344.112,0.0,124.0,0.625,0.875,1.0833333333333333,0.4369126683454489,0.4369126683454489,0.2580686929961711,-0.2580686929961711,4.495108928353795,693.934382637034,18.765066523458977,11.055524430213335,58.74087289218974,0.0,0.0,0.0,0.0,0.0,4.911711647252464,5.114250125629398,5.531128998785252,50.57159134382786,0.0,0.0,48.15116559586798,57.19726347946587,-3.3484290753338364,0.0,0.0,0.0,0.0,0.0,0.0
-101.8,1.643,480.4,183.0,4.88,6.372,170.3,3425.0,11.0,c1cccc2c1nnn2c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],24.0,330.03488191199995,330.2160000000001,324.16800000000006,0.0,120.0,0.875,1.4583333333333333,2.0,0.3084736342669785,0.3084736342669785,0.2583022945869862,-0.2583022945869862,2.4328171123967715,977.1909996421334,17.43035694138864,11.396754605515328,37.51947824518727,5.516700717616262,17.649434854539482,4.681802935145185,6.06636706846161,18.19910120538483,0.0,10.312066903955904,0.0,30.34295480629672,0.0,0.9259183673469388,30.67071248369769,40.99083074396477,-2.2352048689846296,0.0,7.647743273975236,0.0,0.0,0.0,0.0
-68.5,1.701,422.3,162.0,5.46,7.196,221.9,4796.0,10.0,n1ccn(n1)c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],20.0,280.01923184799995,280.156,276.124,0.0,102.0,0.95,1.5,1.85,0.3084512066604768,0.3084512066604768,0.2583022945870246,-0.2583022945870246,2.850902897301415,675.2474437542668,14.861442840636292,9.413591357920934,37.51947824518727,0.0,12.13273413692322,17.075490078371338,0.0,0.0,0.0,10.312066903955904,0.0,30.34295480629672,0.0,0.8055479969765684,29.728979591836733,39.4307385361552,-2.872069160997732,0.0,1.257962962962963,2.31550673973293,0.0,0.0,0.0
-60.9,1.721,191.5,141.0,5.13,7.123,219.0,4349.0,9.0,c1(c(cc(cc1[N+]#N)[N+](=O)[O-])[N+](=O)[O-])[O-],15.0,210.002519164,210.105,208.089,0.0,76.0,1.2,1.8,2.2,0.8623133130177498,0.3906582695679574,0.3906582695679574,-0.8623133130177498,3.537850660566879,491.03100049927934,11.585421958697395,6.968432912787326,32.658292754969935,0.0,12.13273413692322,0.0,0.0,0.0,0.0,4.975972448982756,5.392851322138609,25.33516393237185,0.0,0.0,21.063223733938017,40.04612811791383,-2.428703703703703,-1.1730555555555553,1.159074074074074,0.0,0.0,0.0,0.0
-31.4,1.869,84.0,137.0,7.15,9.291,391.5,9579.0,8.0,C1(CN(CC(CN(C1)[N+](=O)[O-])(N(F)F)N(F)F)[N+](=O)[O-])(N(F)F)N(F)F,26.0,408.054076496,408.166,400.102,0.0,152.0,0.6153846153846154,0.8076923076923077,0.9230769230769232,0.2411044910197877,0.2411044910197877,0.2346496559892667,-0.2346496559892667,3.54667458171513,460.86935762458666,20.4472292782632,11.796777159549976,78.96383043607952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.07882145539863,0.0,104.15065759637186,21.6621343537415,7.376193310657598,-8.108707482993196,0.0,0.0,0.0,-8.580277777777777,0.0,0.0
-50.5,1.747,221.4,173.0,5.55,7.527,246.8,5183.0,8.0,c1(c(c(c(c(c1[N+]#N)C)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[O-],19.0,269.00324743600004,269.129,266.105,0.0,98.0,0.9473684210526316,1.368421052631579,1.6842105263157894,0.8621177031063015,0.4220585504867327,0.4220585504867327,-0.8621177031063015,4.090256809900946,619.775774492338,14.90325920389318,8.734157225167417,48.83244157016817,0.0,0.0,6.923737199690624,0.0,0.0,0.0,4.975972448982756,5.392851322138609,35.44948220113742,0.0,0.0,30.462068688586545,52.2222907218443,-6.025092592592593,-1.5673148148148146,0.0,0.0,0.9080479969765684,0.0,0.0
-45.8,1.819,206.4,148.0,4.64,7.244,234.2,4145.0,8.0,c1(c(c(c(cc1[N+]#N)[N+](=O)[O-])Cl)[N+](=O)[O-])[O-],16.0,243.963546812,244.55,243.542,0.0,82.0,1.3125,1.875,2.25,0.8622740701387857,0.3907790166351292,0.3907790166351292,-0.8622740701387857,3.731549200849265,536.7009244505851,12.455665446700475,7.395953267715892,37.68092606871126,0.0,6.06636706846161,0.0,0.0,0.0,0.0,4.975972448982756,16.993791212371125,25.33516393237185,0.0,0.0,21.12865583270345,39.60717687074831,-2.8821913580246905,-1.2887962962962958,0.5532407407407407,0.0,0.0,0.0,5.326358654572939
-38.1,1.624,-308.3,293.0,5.77,7.775,251.5,5836.0,87.0,N(N(=O)=O)(CCC(CCON(=O)=O)(N(=O)=O)N(=O)=O)CCC(CCON(=O)=O)(N(=O)=O)N(=O)=O,34.0,504.0684264319999,504.2780000000004,488.1500000000003,0.0,192.0,0.5294117647058824,0.8235294117647058,1.0294117647058822,0.4618632307490898,0.4618632307490898,0.3133004431213179,-0.3133004431213179,5.660549078837357,744.6104071749794,26.68986996538248,15.618144364595896,98.21107942635234,5.008912523954532,0.0,0.0,0.0,0.0,0.0,9.675177167473269,0.0,70.800227881359,0.0,0.0,78.54517668118703,72.7008745458555,-6.374769379400059,0.0,0.0,-4.871201743240017,-4.500080104402449,0.0,0.0
-52.1,1.727,277.2,346.0,5.8,7.567,247.7,5379.0,61.0,C(=C\c1c(cc(c(c1[N+](=O)[O-])N(CCO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])/c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],42.0,599.0116398279999,599.2940000000003,590.2220000000003,0.0,220.0,0.5952380952380952,1.0476190476190477,1.4285714285714286,0.3194102615173628,0.3194102615173628,0.311777766095704,-0.311777766095704,3.068222777517839,1568.1783270735866,32.04915909490565,19.48675387833931,103.7490444543647,29.284033836173244,6.076020106833881,0.0,0.0,0.0,0.0,4.8375885837366335,0.0,80.91454615012458,0.0,0.0,87.08172220401379,88.26098910926072,-12.52503700579451,0.0,0.5621397728053568,0.5769769705402821,-2.456791050825661,0.0,0.0
-53.0,1.731,-39.4,231.0,4.91,7.534,245.9,5259.0,50.0,c1(c(c(c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])N)[N+](=O)[O-])NCCO[N+](=O)[O-],24.0,347.046174868,347.2000000000001,338.1280000000001,0.0,130.0,0.8333333333333334,1.25,1.5833333333333333,0.387349066269929,0.3289140749700409,0.3289140749700409,-0.387349066269929,3.5303092047440163,692.0921654915567,18.60192981664245,11.089999272823984,67.13250820791242,0.0,0.0,0.0,0.0,0.0,0.0,10.154377187742964,11.46733495432437,40.45727307506229,0.0,0.0,43.54135033488704,44.14843450806249,4.396071717267152,0.0,0.0,0.0,-1.0858565602166794,0.0,0.0
-50.3,1.664,-138.0,328.0,5.37,7.554,241.2,5429.0,43.0,c1(c(c(c(c(c1[N+](=O)[O-])NCCO[N+](=O)[O-])[N+](=O)[O-])NCCO[N+](=O)[O-])[N+](=O)[O-])NCCO[N+](=O)[O-],36.0,525.0687607799999,525.3000000000003,510.1800000000003,0.0,198.0,0.4722222222222222,0.6944444444444444,0.8611111111111112,0.3717405209898478,0.3291284584963704,0.3291284584963704,-0.3717405209898478,3.7287573363817006,897.7444094720681,27.413484604514075,16.87769297305869,103.60902303462848,0.0,0.0,0.0,0.0,0.0,0.0,30.46313156322889,0.0,60.68590961259344,0.0,0.0,74.62978313399901,69.18574572707098,-6.664903234441924,0.0,0.0,0.0,-4.150625626628061,0.0,0.0
-24.2,1.852,-976.1,333.0,5.61,8.425,320.2,6756.0,39.0,O1C(C2C(C(C1OC1C(OC(C(C1O[N+](=O)[O-])O[N+](=O)[O-])O2)CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])CO[N+](=O)[O-],40.0,594.016116088,594.2640000000002,580.1520000000003,0.0,224.0,0.45,0.75,1.025,0.3421153655680932,0.294543401671168,0.294543401671168,-0.3421153655680932,2.15718761902718,934.7630493150036,29.722885681272583,18.75983570621944,105.14526274727793,0.0,0.0,0.0,0.0,0.0,0.0,29.0255315024198,18.9474518152002,60.68590961259344,0.0,21.59544060216679,92.2207940862623,57.64740589827697,0.0,0.0,0.0,-21.882532438901485,-2.247774814471243,0.0,0.0
-31.1,1.617,-143.4,168.0,5.87,7.904,259.2,6031.0,21.0,N(N(=O)=O)(CCON(=O)=O)CC(N(=O)=O)(C)N(=O)=O,19.0,283.040026868,283.153,274.081,0.0,108.0,1.0526315789473684,1.5263157894736843,1.8421052631578947,0.4777731441668088,0.4777731441668088,0.31179629138577,-0.31179629138577,4.815865298230411,382.461565850116,15.21517847069432,8.60778401802483,45.3248097941976,5.008912523954532,6.923737199690624,0.0,0.0,0.0,0.0,4.8375885837366335,0.0,40.45727307506229,0.0,0.0,42.78029238315697,39.31161466206853,-2.803882511337868,0.0,0.0,0.0,-2.0380245338876284,0.0,0.0
3.5,1.73,-295.4,146.0,5.92,8.507,313.4,6714.0,20.0,O(CC(ON(=O)=O)CON(=O)=O)N(=O)=O,15.0,227.00257874,227.085,222.045,0.0,86.0,0.8666666666666667,1.2666666666666666,1.5333333333333334,0.3114825388304097,0.2944067977972742,0.2944067977972742,-0.3114825388304097,3.9922055468289934,234.9871242601569,11.844934982691242,6.913591357920934,34.577587445571766,0.0,0.0,0.0,0.0,0.0,0.0,14.5127657512099,0.0,30.34295480629672,0.0,0.0,40.52248204837491,25.54724017384732,0.0,0.0,0.0,-1.5455555555555551,-1.6908333333333334,0.0,0.0
-37.7,1.719,8.8,283.0,5.8,7.916,270.3,6045.0,20.0,c1(c(cc(c(c1[N+](=O)[O-])N(CCO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])NCCO[N+](=O)[O-],32.0,466.0316469999999,466.2320000000002,456.1520000000002,0.0,174.0,0.78125,1.3125,1.75,0.3718087090720551,0.3353066865785092,0.3353066865785092,-0.3718087090720551,3.739325418587058,965.3247182497316,24.585057479767887,14.877692973058693,84.71569318850862,11.07527959241614,0.0,0.0,0.0,0.0,0.0,14.9919657714796,0.0,60.68590961259344,0.0,0.0,69.89178742824548,63.98556082169881,-6.619418146888385,0.0,0.1844082262534641,0.0,-3.609004995976045,0.0,0.0
-10.1,1.697,-380.3,192.0,6.23,8.401,302.0,6794.0,13.0,C(C(CON(=O)=O)(CON(=O)=O)CON(=O)=O)ON(=O)=O,21.0,316.013871696,316.13500000000005,308.071,0.0,120.0,0.5714285714285714,0.7619047619047619,0.9047619047619048,0.313102926235777,0.2940186573325569,0.2940186573325569,-0.313102926235777,5.01638998398724,332.94219141264887,16.466255326250888,9.666008877745554,52.18899449917861,0.0,0.0,0.0,0.0,0.0,0.0,19.35035433494653,0.0,40.45727307506229,0.0,0.0,56.153134920634926,35.25325396825397,-2.0275,0.0,0.0,0.0,-4.128888888888888,0.0,0.0
-14.6,1.705,-77.6,200.0,6.3,8.438,305.6,6981.0,12.0,N(CCCON(=O)=O)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O,22.0,328.02510507599993,328.1500000000001,320.08600000000007,0.0,124.0,0.8636363636363636,1.318181818181818,1.6363636363636365,0.7228469397059871,0.7228469397059871,0.3138342125920335,-0.3138342125920335,5.134604345856935,455.325214749021,17.499635521070495,10.051159690998896,56.79287724892785,5.008912523954532,0.0,0.0,0.0,0.0,0.0,4.8375885837366335,0.0,50.57159134382786,0.0,0.0,50.65023557571177,49.74706534234064,0.0,-4.030723537100027,0.0,-0.4254138321995462,-3.191163548752834,0.0,0.0
-3.7,1.742,-1.6,260.0,6.26,8.736,331.9,7395.0,10.0,O(CN(CN(CN(CN(CON(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,29.0,434.0377949999999,434.19100000000014,424.11100000000016,0.0,164.0,0.4827586206896552,0.7241379310344828,0.9310344827586208,0.2960080014539631,0.2960080014539631,0.2863946733264354,-0.2863946733264354,5.324230701078919,600.6991270142953,22.72325016020209,13.344019468247478,63.77020051524838,20.035650095818127,0.0,0.0,0.0,0.0,0.0,9.675177167473269,0.0,60.68590961259344,0.0,0.0,70.98698123178976,54.488518523285215,0.0,0.0,0.0,0.0,-6.975499755074971,0.0,0.0
0.0,1.767,-44.5,193.0,6.56,8.852,343.7,7698.0,7.0,N(N(=O)=O)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)CCON(=O)=O,21.0,314.009455012,314.12300000000005,308.07500000000005,0.0,118.0,0.8571428571428571,1.2857142857142858,1.5714285714285714,0.7228485210157175,0.7228485210157175,0.3117962209475071,-0.3117962209475071,5.2887382092944,439.2948119560895,16.79252873988395,9.551159690998896,50.37205562600182,5.008912523954532,0.0,0.0,0.0,0.0,0.0,4.8375885837366335,0.0,50.57159134382786,0.0,0.0,50.09398136337869,49.08834644274376,0.0,-4.081660289115646,0.0,0.0,-3.8506675170068014,0.0,0.0
5.3,1.751,-369.1,189.0,5.76,8.49,314.4,6605.0,6.0,O(CC(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])[N+](=O)[O-],20.0,301.998221632,302.10800000000006,296.06,0.0,114.0,0.65,0.95,1.15,0.3114687828375708,0.2944188597880672,0.2944188597880672,-0.3114687828375708,4.8295743056162,347.65361199293994,15.70674230225704,9.218121810561248,45.768172876252606,0.0,0.0,0.0,0.0,0.0,0.0,19.35035433494653,0.0,40.45727307506229,0.0,0.0,55.36104891030487,34.59478253338373,0.0,0.0,0.0,-3.998611111111111,-2.290553665910808,0.0,0.0
-46.1,1.484,-141.3,71.0,4.5,6.919,187.7,4056.0,320.0,CN(C=O)[N+](=O)[O-],7.0,104.022191988,104.065,100.033,0.0,40.0,1.8571428571428568,2.2857142857142856,2.2857142857142856,0.2725399894285769,0.2705805983078915,0.2705805983078915,-0.2725399894285769,3.5517136080297,90.93569696954752,5.861807319565799,3.1807392125526213,5.0323138419217255,6.410095306116121,5.008912523954532,7.04767198267719,0.0,0.0,0.0,0.0,0.0,14.908855452837392,0.0,0.0,18.86111111111111,8.95138888888889,0.0,0.0,0.0,0.125,0.0,1.0625,0.0
-59.0,1.487,-197.2,170.0,5.11,7.124,199.2,4790.0,166.0,N(N(=O)=O)(CN(COC)N(=O)=O)CN(N(=O)=O)COC,20.0,298.087311408,298.21200000000005,284.1,0.0,116.0,0.75,1.05,1.25,0.3584924835843253,0.2125047877427256,0.2125047877427256,-0.3584924835843253,4.8157227292209726,326.3490237667513,15.706742302257044,9.327804920294028,41.89595739856242,5.008912523954532,10.017825047909064,0.0,14.219595082555069,0.0,0.0,9.473725907600098,0.0,30.34295480629672,0.0,9.01732347568657,32.021344639707735,30.260490047871,0.0,0.0,0.0,0.0,-2.6349675610985126,2.3358093978332075,0.0
-37.8,1.636,-793.9,356.0,5.03,7.494,234.8,5029.0,138.0,O(CC(N(=O)=O)(COC(=O)N(CCC(C)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)C(=O)N(CCC(N(=O)=O)(C)N(=O)=O)N(=O)=O,43.0,634.069882976,634.3370000000002,616.1930000000002,0.0,240.0,0.5348837209302325,0.7906976744186046,0.9767441860465116,0.5231662828368793,0.5231662828368793,0.4296724897624548,-0.4296724897624548,5.9105915021232205,1099.9012251842255,34.08505747976789,19.504895710544027,117.94229925934812,0.0,13.847474399381248,0.0,0.0,0.0,0.0,9.473725907600098,0.0,90.50362051826822,0.0,8.316968821121959,103.81224599083676,84.50523169475275,-10.07948391224658,0.0,0.0,-7.216459219317683,-6.255170041813907,0.0,0.0
